country,region,period,year,month,week,date,deaths,expected_deaths,excess_deaths,excess_deaths_pct
Peru,Tacna,week,2020,1,2,2020-01-15,15,31,-16,-51.61290322580645
Peru,Tacna,week,2020,1,3,2020-01-22,19,27,-8,-29.629629629629633
Peru,Tacna,week,2020,1,4,2020-01-29,17,26,-9,-34.61538461538461
Peru,Tacna,week,2020,2,5,2020-02-05,16,22,-6,-27.272727272727266
Peru,Tacna,week,2020,2,6,2020-02-12,22,33,-11,-33.33333333333334
Peru,Tacna,week,2020,2,7,2020-02-19,17,27,-10,-37.03703703703704
Peru,Tacna,week,2020,2,8,2020-02-26,20,26,-6,-23.076923076923066
Peru,Tacna,week,2020,3,9,2020-03-04,13,26,-13,-50
Peru,Tacna,week,2020,3,10,2020-03-11,22,26,-4,-15.384615384615387
Peru,Tacna,week,2020,3,11,2020-03-18,21,26,-5,-19.230769230769226
Peru,Tacna,week,2020,3,12,2020-03-25,10,27,-17,-62.96296296296296
Peru,Tacna,week,2020,4,13,2020-04-01,16,29,-13,-44.827586206896555
Peru,Tacna,week,2020,4,14,2020-04-08,12,23,-11,-47.82608695652174
Peru,Tacna,week,2020,4,15,2020-04-15,13,17,-4,-23.529411764705884
Peru,Tacna,week,2020,4,16,2020-04-22,14,19,-5,-26.31578947368422
Peru,Tacna,week,2020,4,17,2020-04-29,16,20,-4,-20
Peru,Tacna,week,2020,5,18,2020-05-06,11,28,-17,-60.714285714285715
Peru,Tacna,week,2020,5,19,2020-05-13,12,22,-10,-45.45454545454546
Peru,Tacna,week,2020,5,20,2020-05-20,26,20,6,30
Peru,Tumbes,week,2017,1,1,2017-01-08,16,20,-4,-20
Peru,Tumbes,week,2017,1,2,2017-01-15,14,17,-3,-17.64705882352942
Peru,Tumbes,week,2017,1,3,2017-01-22,17,21,-4,-19.04761904761905
Peru,Tumbes,week,2017,1,4,2017-01-29,17,19,-2,-10.526315789473685
Peru,Tumbes,week,2017,2,5,2017-02-05,25,25,0,0
Peru,Tumbes,week,2017,2,6,2017-02-12,11,11,0,0
Peru,Tumbes,week,2017,2,7,2017-02-19,14,15,-1,-6.666666666666671
Peru,Tumbes,week,2017,2,8,2017-02-26,17,17,0,0
Peru,Tumbes,week,2017,3,9,2017-03-05,12,21,-9,-42.85714285714286
Peru,Tumbes,week,2017,3,10,2017-03-12,16,10,6,60
Peru,Tumbes,week,2017,3,11,2017-03-19,14,16,-2,-12.5
Peru,Tumbes,week,2017,3,12,2017-03-26,12,19,-7,-36.8421052631579
Peru,Tumbes,week,2017,4,13,2017-04-02,13,18,-5,-27.777777777777786
Peru,Tumbes,week,2017,4,14,2017-04-09,13,13,0,0
Peru,Tumbes,week,2017,4,15,2017-04-16,18,15,3,20
Peru,Tumbes,week,2017,4,16,2017-04-23,15,15,0,0
Peru,Tumbes,week,2017,4,17,2017-04-30,22,22,0,0
Peru,Tumbes,week,2017,5,18,2017-05-07,16,17,-1,-5.882352941176478
Peru,Tumbes,week,2017,5,19,2017-05-14,15,16,-1,-6.25
Peru,Tumbes,week,2017,5,20,2017-05-21,16,16,0,0
Peru,Tumbes,week,2017,5,21,2017-05-28,16,16,0,0
Peru,Tumbes,week,2017,6,22,2017-06-04,7,20,-13,-65
Peru,Tumbes,week,2017,6,23,2017-06-11,8,13,-5,-38.46153846153846
Peru,Tumbes,week,2017,6,24,2017-06-18,16,16,0,0
Peru,Tumbes,week,2017,6,25,2017-06-25,14,14,0,0
Peru,Tumbes,week,2017,7,26,2017-07-02,17,17,0,0
Peru,Tumbes,week,2017,7,27,2017-07-09,18,15,3,20
Peru,Tumbes,week,2017,7,28,2017-07-16,14,14,0,0
Peru,Tumbes,week,2017,7,29,2017-07-23,17,16,1,6.25
Peru,Tumbes,week,2017,7,30,2017-07-30,19,18,1,5.555555555555557
Peru,Tumbes,week,2017,8,31,2017-08-06,16,16,0,0
Peru,Tumbes,week,2017,8,32,2017-08-13,10,10,0,0
Peru,Tumbes,week,2017,8,33,2017-08-20,7,13,-6,-46.15384615384615
Peru,Tumbes,week,2017,8,34,2017-08-27,10,16,-6,-37.5
Peru,Tumbes,week,2017,9,35,2017-09-03,14,14,0,0
Peru,Tumbes,week,2017,9,36,2017-09-10,14,21,-7,-33.33333333333334
Peru,Tumbes,week,2017,9,37,2017-09-17,12,13,-1,-7.692307692307693
Peru,Tumbes,week,2017,9,38,2017-09-24,12,12,0,0
Peru,Tumbes,week,2017,10,39,2017-10-01,16,20,-4,-20
Peru,Tumbes,week,2017,10,40,2017-10-08,11,15,-4,-26.66666666666667
Peru,Tumbes,week,2017,10,41,2017-10-15,10,19,-9,-47.36842105263158
Peru,Tumbes,week,2017,10,42,2017-10-22,9,16,-7,-43.75
Peru,Tumbes,week,2017,10,43,2017-10-29,18,21,-3,-14.285714285714292
Peru,Tumbes,week,2017,11,44,2017-11-05,15,18,-3,-16.666666666666657
Peru,Tumbes,week,2017,11,45,2017-11-12,15,16,-1,-6.25
Peru,Tumbes,week,2017,11,46,2017-11-19,14,15,-1,-6.666666666666671
Peru,Tumbes,week,2017,11,47,2017-11-26,15,15,0,0
Peru,Tumbes,week,2017,12,48,2017-12-03,15,15,0,0
Peru,Tumbes,week,2017,12,49,2017-12-10,15,21,-6,-28.57142857142857
Peru,Tumbes,week,2017,12,50,2017-12-17,18,18,0,0
Peru,Tumbes,week,2017,12,51,2017-12-24,20,20,0,0
Peru,Tumbes,week,2017,12,52,2017-12-31,21,21,0,0
Peru,Tumbes,week,2018,1,1,2018-01-08,29,20,9,45
Peru,Tumbes,week,2018,1,2,2018-01-15,17,17,0,0
Peru,Tumbes,week,2018,1,3,2018-01-22,26,21,5,23.80952380952381
Peru,Tumbes,week,2018,1,4,2018-01-29,22,19,3,15.789473684210535
Peru,Tumbes,week,2018,2,5,2018-02-05,14,25,-11,-43.99999999999999
Peru,Tumbes,week,2018,2,6,2018-02-12,9,11,-2,-18.181818181818173
Peru,Tumbes,week,2018,2,7,2018-02-19,15,15,0,0
Peru,Tumbes,week,2018,2,8,2018-02-26,14,17,-3,-17.64705882352942
Peru,Tumbes,week,2018,3,9,2018-03-05,21,21,0,0
Peru,Tumbes,week,2018,3,10,2018-03-12,10,10,0,0
Peru,Tumbes,week,2018,3,11,2018-03-19,16,16,0,0
Peru,Tumbes,week,2018,3,12,2018-03-26,22,19,3,15.789473684210535
Peru,Tumbes,week,2018,4,13,2018-04-02,18,18,0,0
Peru,Tumbes,week,2018,4,14,2018-04-09,11,13,-2,-15.384615384615387
Peru,Tumbes,week,2018,4,15,2018-04-16,12,15,-3,-20
Peru,Tumbes,week,2018,4,16,2018-04-23,23,15,8,53.33333333333334
Peru,Tumbes,week,2018,4,17,2018-04-30,12,22,-10,-45.45454545454546
Peru,Tumbes,week,2018,5,18,2018-05-07,17,17,0,0
Peru,Tumbes,week,2018,5,19,2018-05-14,18,16,2,12.5
Peru,Tumbes,week,2018,5,20,2018-05-21,13,16,-3,-18.75
Peru,Tumbes,week,2018,5,21,2018-05-28,12,16,-4,-25
Peru,Tumbes,week,2018,6,22,2018-06-04,23,20,3,14.999999999999986
Peru,Tumbes,week,2018,6,23,2018-06-11,13,13,0,0
Peru,Tumbes,week,2018,6,24,2018-06-18,13,16,-3,-18.75
Peru,Tumbes,week,2018,6,25,2018-06-25,14,14,0,0
Peru,Tumbes,week,2018,7,26,2018-07-02,17,17,0,0
Peru,Tumbes,week,2018,7,27,2018-07-09,14,15,-1,-6.666666666666671
Peru,Tumbes,week,2018,7,28,2018-07-16,24,14,10,71.42857142857142
Peru,Tumbes,week,2018,7,29,2018-07-23,16,16,0,0
Peru,Tumbes,week,2018,7,30,2018-07-30,18,18,0,0
Peru,Tumbes,week,2018,8,31,2018-08-06,23,16,7,43.75
Peru,Tumbes,week,2018,8,32,2018-08-13,10,10,0,0
Peru,Tumbes,week,2018,8,33,2018-08-20,14,13,1,7.692307692307693
Peru,Tumbes,week,2018,8,34,2018-08-27,16,16,0,0
Peru,Tumbes,week,2018,9,35,2018-09-03,11,14,-3,-21.42857142857143
Peru,Tumbes,week,2018,9,36,2018-09-10,22,21,1,4.761904761904773
Peru,Tumbes,week,2018,9,37,2018-09-17,13,13,0,0
Peru,Tumbes,week,2018,9,38,2018-09-24,12,12,0,0
Peru,Tumbes,week,2018,10,39,2018-10-01,20,20,0,0
Peru,Tumbes,week,2018,10,40,2018-10-08,17,15,2,13.333333333333329
Peru,Tumbes,week,2018,10,41,2018-10-15,22,19,3,15.789473684210535
Peru,Tumbes,week,2018,10,42,2018-10-22,16,16,0,0
Peru,Tumbes,week,2018,10,43,2018-10-29,21,21,0,0
Peru,Tumbes,week,2018,11,44,2018-11-05,18,18,0,0
Peru,Tumbes,week,2018,11,45,2018-11-12,27,16,11,68.75
Peru,Tumbes,week,2018,11,46,2018-11-19,24,15,9,60
Peru,Tumbes,week,2018,11,47,2018-11-26,16,15,1,6.666666666666671
Peru,Tumbes,week,2018,12,48,2018-12-03,15,15,0,0
Peru,Tumbes,week,2018,12,49,2018-12-10,27,21,6,28.571428571428584
Peru,Tumbes,week,2018,12,50,2018-12-17,16,18,-2,-11.111111111111114
Peru,Tumbes,week,2018,12,51,2018-12-24,19,20,-1,-5
Peru,Tumbes,week,2018,12,52,2018-12-31,22,21,1,4.761904761904773
Peru,Tumbes,week,2019,1,1,2019-01-08,20,20,0,0
Peru,Tumbes,week,2019,1,2,2019-01-15,19,17,2,11.764705882352942
Peru,Tumbes,week,2019,1,3,2019-01-22,21,21,0,0
Peru,Tumbes,week,2019,1,4,2019-01-29,19,19,0,0
Peru,Tumbes,week,2019,2,5,2019-02-05,26,25,1,4
Peru,Tumbes,week,2019,2,6,2019-02-12,25,11,14,127.27272727272728
Peru,Tumbes,week,2019,2,7,2019-02-19,18,15,3,20
Peru,Tumbes,week,2019,2,8,2019-02-26,23,17,6,35.29411764705884
Peru,Tumbes,week,2019,3,9,2019-03-05,34,21,13,61.9047619047619
Peru,Tumbes,week,2019,3,10,2019-03-12,10,10,0,0
Peru,Tumbes,week,2019,3,11,2019-03-19,21,16,5,31.25
Peru,Tumbes,week,2019,3,12,2019-03-26,19,19,0,0
Peru,Tumbes,week,2019,4,13,2019-04-02,26,18,8,44.44444444444443
Peru,Tumbes,week,2019,4,14,2019-04-09,27,13,14,107.69230769230771
Peru,Tumbes,week,2019,4,15,2019-04-16,15,15,0,0
Peru,Tumbes,week,2019,4,16,2019-04-23,12,15,-3,-20
Peru,Tumbes,week,2019,4,17,2019-04-30,28,22,6,27.272727272727266
Peru,Tumbes,week,2019,5,18,2019-05-07,18,17,1,5.882352941176478
Peru,Tumbes,week,2019,5,19,2019-05-14,16,16,0,0
Peru,Tumbes,week,2019,5,20,2019-05-21,18,16,2,12.5
Peru,Tumbes,week,2019,5,21,2019-05-28,17,16,1,6.25
Peru,Tumbes,week,2019,6,22,2019-06-04,20,20,0,0
Peru,Tumbes,week,2019,6,23,2019-06-11,21,13,8,61.53846153846155
Peru,Tumbes,week,2019,6,24,2019-06-18,20,16,4,25
Peru,Tumbes,week,2019,6,25,2019-06-25,12,14,-2,-14.285714285714292
Peru,Tumbes,week,2019,7,26,2019-07-02,12,17,-5,-29.411764705882348
Peru,Tumbes,week,2019,7,27,2019-07-09,15,15,0,0
Peru,Tumbes,week,2019,7,28,2019-07-16,14,14,0,0
Peru,Tumbes,week,2019,7,29,2019-07-23,15,16,-1,-6.25
Peru,Tumbes,week,2019,7,30,2019-07-30,17,18,-1,-5.555555555555557
Peru,Tumbes,week,2019,8,31,2019-08-06,14,16,-2,-12.5
Peru,Tumbes,week,2019,8,32,2019-08-13,12,10,2,20
Peru,Tumbes,week,2019,8,33,2019-08-20,13,13,0,0
Peru,Tumbes,week,2019,8,34,2019-08-27,23,16,7,43.75
Peru,Tumbes,week,2019,9,35,2019-09-03,27,14,13,92.85714285714286
Peru,Tumbes,week,2019,9,36,2019-09-10,21,21,0,0
Peru,Tumbes,week,2019,9,37,2019-09-17,21,13,8,61.53846153846155
Peru,Tumbes,week,2019,9,38,2019-09-24,15,12,3,25
Peru,Tumbes,week,2019,10,39,2019-10-01,27,20,7,35
Peru,Tumbes,week,2019,10,40,2019-10-08,15,15,0,0
Peru,Tumbes,week,2019,10,41,2019-10-15,19,19,0,0
Peru,Tumbes,week,2019,10,42,2019-10-22,19,16,3,18.75
Peru,Tumbes,week,2019,10,43,2019-10-29,24,21,3,14.285714285714278
Peru,Tumbes,week,2019,11,44,2019-11-05,23,18,5,27.77777777777777
Peru,Tumbes,week,2019,11,45,2019-11-12,16,16,0,0
Peru,Tumbes,week,2019,11,46,2019-11-19,15,15,0,0
Peru,Tumbes,week,2019,11,47,2019-11-26,13,15,-2,-13.333333333333329
Peru,Tumbes,week,2019,12,48,2019-12-03,20,15,5,33.333333333333314
Peru,Tumbes,week,2019,12,49,2019-12-10,21,21,0,0
Peru,Tumbes,week,2019,12,50,2019-12-17,28,18,10,55.55555555555557
Peru,Tumbes,week,2019,12,51,2019-12-24,20,20,0,0
Peru,Tumbes,week,2019,12,52,2019-12-31,20,21,-1,-4.761904761904773
Peru,Tumbes,week,2020,1,1,2020-01-08,26,20,6,30
Peru,Tumbes,week,2020,1,2,2020-01-15,37,17,20,117.64705882352939
Peru,Tumbes,week,2020,1,3,2020-01-22,20,21,-1,-4.761904761904773
Peru,Tumbes,week,2020,1,4,2020-01-29,20,19,1,5.263157894736835
Peru,Tumbes,week,2020,2,5,2020-02-05,16,25,-9,-36
Peru,Tumbes,week,2020,2,6,2020-02-12,21,11,10,90.9090909090909
Peru,Tumbes,week,2020,2,7,2020-02-19,25,15,10,66.66666666666669
Peru,Tumbes,week,2020,2,8,2020-02-26,16,17,-1,-5.882352941176478
Peru,Tumbes,week,2020,3,9,2020-03-04,23,21,2,9.523809523809533
Peru,Tumbes,week,2020,3,10,2020-03-11,20,10,10,100
Peru,Tumbes,week,2020,3,11,2020-03-18,23,16,7,43.75
Peru,Tumbes,week,2020,3,12,2020-03-25,20,19,1,5.263157894736835
Peru,Tumbes,week,2020,4,13,2020-04-01,22,18,4,22.22222222222223
Peru,Tumbes,week,2020,4,14,2020-04-08,26,13,13,100
Peru,Tumbes,week,2020,4,15,2020-04-15,29,15,14,93.33333333333334
Peru,Tumbes,week,2020,4,16,2020-04-22,27,15,12,80
Peru,Tumbes,week,2020,4,17,2020-04-29,36,22,14,63.636363636363654
Peru,Tumbes,week,2020,5,18,2020-05-06,29,17,12,70.58823529411765
Peru,Tumbes,week,2020,5,19,2020-05-13,56,16,40,250
Peru,Tumbes,week,2020,5,20,2020-05-20,56,16,40,250
Peru,Ucayali,week,2017,1,1,2017-01-08,35,34,1,2.941176470588232
Peru,Ucayali,week,2017,1,2,2017-01-15,28,28,0,0
Peru,Ucayali,week,2017,1,3,2017-01-22,24,34,-10,-29.411764705882348
Peru,Ucayali,week,2017,1,4,2017-01-29,28,35,-7,-20
Peru,Ucayali,week,2017,2,5,2017-02-05,15,34,-19,-55.88235294117647
Peru,Ucayali,week,2017,2,6,2017-02-12,18,35,-17,-48.57142857142858
Peru,Ucayali,week,2017,2,7,2017-02-19,26,31,-5,-16.129032258064512
Peru,Ucayali,week,2017,2,8,2017-02-26,22,32,-10,-31.25
Peru,Ucayali,week,2017,3,9,2017-03-05,22,25,-3,-12
Peru,Ucayali,week,2017,3,10,2017-03-12,11,27,-16,-59.25925925925926
Peru,Ucayali,week,2017,3,11,2017-03-19,7,27,-20,-74.07407407407408
Peru,Ucayali,week,2017,3,12,2017-03-26,20,20,0,0
Peru,Ucayali,week,2017,4,13,2017-04-02,19,19,0,0
Peru,Ucayali,week,2017,4,14,2017-04-09,18,33,-15,-45.45454545454546
Peru,Ucayali,week,2017,4,15,2017-04-16,14,33,-19,-57.57575757575758
Peru,Ucayali,week,2017,4,16,2017-04-23,15,20,-5,-25
Peru,Ucayali,week,2017,4,17,2017-04-30,29,29,0,0
Peru,Ucayali,week,2017,5,18,2017-05-07,10,28,-18,-64.28571428571428
Peru,Ucayali,week,2017,5,19,2017-05-14,13,33,-20,-60.60606060606061
Peru,Ucayali,week,2017,5,20,2017-05-21,23,29,-6,-20.689655172413794
Peru,Ucayali,week,2017,5,21,2017-05-28,17,41,-24,-58.53658536585366
Peru,Ucayali,week,2017,6,22,2017-06-04,26,41,-15,-36.58536585365854
Peru,Ucayali,week,2017,6,23,2017-06-11,27,34,-7,-20.588235294117652
Peru,Ucayali,week,2017,6,24,2017-06-18,18,35,-17,-48.57142857142858
Peru,Ucayali,week,2017,6,25,2017-06-25,28,32,-4,-12.5
Peru,Ucayali,week,2017,7,26,2017-07-02,22,34,-12,-35.294117647058826
Peru,Ucayali,week,2017,7,27,2017-07-09,31,27,4,14.81481481481481
Peru,Ucayali,week,2017,7,28,2017-07-16,26,37,-11,-29.729729729729726
Peru,Ucayali,week,2017,7,29,2017-07-23,25,32,-7,-21.875
Peru,Ucayali,week,2017,7,30,2017-07-30,30,36,-6,-16.666666666666657
Peru,Ucayali,week,2017,8,31,2017-08-06,25,40,-15,-37.5
Peru,Ucayali,week,2017,8,32,2017-08-13,31,43,-12,-27.906976744186053
Peru,Ucayali,week,2017,8,33,2017-08-20,33,32,1,3.125
Peru,Ucayali,week,2017,8,34,2017-08-27,28,32,-4,-12.5
Peru,Ucayali,week,2017,9,35,2017-09-03,21,34,-13,-38.23529411764706
Peru,Ucayali,week,2017,9,36,2017-09-10,33,39,-6,-15.384615384615387
Peru,Ucayali,week,2017,9,37,2017-09-17,26,48,-22,-45.833333333333336
Peru,Ucayali,week,2017,9,38,2017-09-24,29,29,0,0
Peru,Ucayali,week,2017,10,39,2017-10-01,40,40,0,0
Peru,Ucayali,week,2017,10,40,2017-10-08,38,44,-6,-13.63636363636364
Peru,Ucayali,week,2017,10,41,2017-10-15,38,38,0,0
Peru,Ucayali,week,2017,10,42,2017-10-22,28,39,-11,-28.205128205128204
Peru,Ucayali,week,2017,10,43,2017-10-29,27,39,-12,-30.769230769230774
Peru,Ucayali,week,2017,11,44,2017-11-05,31,31,0,0
Peru,Ucayali,week,2017,11,45,2017-11-12,36,33,3,9.09090909090908
Peru,Ucayali,week,2017,11,46,2017-11-19,25,33,-8,-24.24242424242425
Peru,Ucayali,week,2017,11,47,2017-11-26,31,33,-2,-6.060606060606062
Peru,Ucayali,week,2017,12,48,2017-12-03,37,37,0,0
Peru,Ucayali,week,2017,12,49,2017-12-10,34,37,-3,-8.108108108108098
Peru,Ucayali,week,2017,12,50,2017-12-17,32,32,0,0
Peru,Ucayali,week,2017,12,51,2017-12-24,44,41,3,7.317073170731717
Peru,Ucayali,week,2017,12,52,2017-12-31,27,42,-15,-35.71428571428571
Peru,Ucayali,week,2018,1,1,2018-01-08,31,34,-3,-8.82352941176471
Peru,Ucayali,week,2018,1,2,2018-01-15,24,28,-4,-14.285714285714292
Peru,Ucayali,week,2018,1,3,2018-01-22,39,34,5,14.705882352941174
Peru,Ucayali,week,2018,1,4,2018-01-29,52,35,17,48.571428571428584
Peru,Ucayali,week,2018,2,5,2018-02-05,34,34,0,0
Peru,Ucayali,week,2018,2,6,2018-02-12,35,35,0,0
Peru,Ucayali,week,2018,2,7,2018-02-19,39,31,8,25.80645161290323
Peru,Ucayali,week,2018,2,8,2018-02-26,32,32,0,0
Peru,Ucayali,week,2018,3,9,2018-03-05,25,25,0,0
Peru,Ucayali,week,2018,3,10,2018-03-12,27,27,0,0
Peru,Ucayali,week,2018,3,11,2018-03-19,27,27,0,0
Peru,Ucayali,week,2018,3,12,2018-03-26,20,20,0,0
Peru,Ucayali,week,2018,4,13,2018-04-02,18,19,-1,-5.26315789473685
Peru,Ucayali,week,2018,4,14,2018-04-09,37,33,4,12.12121212121211
Peru,Ucayali,week,2018,4,15,2018-04-16,37,33,4,12.12121212121211
Peru,Ucayali,week,2018,4,16,2018-04-23,20,20,0,0
Peru,Ucayali,week,2018,4,17,2018-04-30,27,29,-2,-6.896551724137936
Peru,Ucayali,week,2018,5,18,2018-05-07,28,28,0,0
Peru,Ucayali,week,2018,5,19,2018-05-14,33,33,0,0
Peru,Ucayali,week,2018,5,20,2018-05-21,41,29,12,41.37931034482759
Peru,Ucayali,week,2018,5,21,2018-05-28,47,41,6,14.634146341463406
Peru,Ucayali,week,2018,6,22,2018-06-04,41,41,0,0
Peru,Ucayali,week,2018,6,23,2018-06-11,37,34,3,8.823529411764696
Peru,Ucayali,week,2018,6,24,2018-06-18,40,35,5,14.285714285714278
Peru,Ucayali,week,2018,6,25,2018-06-25,32,32,0,0
Peru,Ucayali,week,2018,7,26,2018-07-02,34,34,0,0
Peru,Ucayali,week,2018,7,27,2018-07-09,26,27,-1,-3.7037037037037095
Peru,Ucayali,week,2018,7,28,2018-07-16,37,37,0,0
Peru,Ucayali,week,2018,7,29,2018-07-23,32,32,0,0
Peru,Ucayali,week,2018,7,30,2018-07-30,36,36,0,0
Peru,Ucayali,week,2018,8,31,2018-08-06,40,40,0,0
Peru,Ucayali,week,2018,8,32,2018-08-13,43,43,0,0
Peru,Ucayali,week,2018,8,33,2018-08-20,32,32,0,0
Peru,Ucayali,week,2018,8,34,2018-08-27,41,32,9,28.125
Peru,Ucayali,week,2018,9,35,2018-09-03,35,34,1,2.941176470588232
Peru,Ucayali,week,2018,9,36,2018-09-10,52,39,13,33.333333333333314
Peru,Ucayali,week,2018,9,37,2018-09-17,52,48,4,8.333333333333329
Peru,Ucayali,week,2018,9,38,2018-09-24,28,29,-1,-3.448275862068968
Peru,Ucayali,week,2018,10,39,2018-10-01,35,40,-5,-12.5
Peru,Ucayali,week,2018,10,40,2018-10-08,44,44,0,0
Peru,Ucayali,week,2018,10,41,2018-10-15,31,38,-7,-18.421052631578945
Peru,Ucayali,week,2018,10,42,2018-10-22,39,39,0,0
Peru,Ucayali,week,2018,10,43,2018-10-29,39,39,0,0
Peru,Ucayali,week,2018,11,44,2018-11-05,40,31,9,29.032258064516128
Peru,Ucayali,week,2018,11,45,2018-11-12,33,33,0,0
Peru,Ucayali,week,2018,11,46,2018-11-19,33,33,0,0
Peru,Ucayali,week,2018,11,47,2018-11-26,37,33,4,12.12121212121211
Peru,Ucayali,week,2018,12,48,2018-12-03,30,37,-7,-18.91891891891892
Peru,Ucayali,week,2018,12,49,2018-12-10,37,37,0,0
Peru,Ucayali,week,2018,12,50,2018-12-17,47,32,15,46.875
Peru,Ucayali,week,2018,12,51,2018-12-24,32,41,-9,-21.951219512195124
Peru,Ucayali,week,2018,12,52,2018-12-31,43,42,1,2.3809523809523796
Peru,Ucayali,week,2019,1,1,2019-01-08,34,34,0,0
Peru,Ucayali,week,2019,1,2,2019-01-15,33,28,5,17.85714285714286
Peru,Ucayali,week,2019,1,3,2019-01-22,34,34,0,0
Peru,Ucayali,week,2019,1,4,2019-01-29,35,35,0,0
Peru,Ucayali,week,2019,2,5,2019-02-05,47,34,13,38.235294117647044
Peru,Ucayali,week,2019,2,6,2019-02-12,40,35,5,14.285714285714278
Peru,Ucayali,week,2019,2,7,2019-02-19,31,31,0,0
Peru,Ucayali,week,2019,2,8,2019-02-26,52,32,20,62.5
Peru,Ucayali,week,2019,3,9,2019-03-05,36,25,11,44
Peru,Ucayali,week,2019,3,10,2019-03-12,33,27,6,22.22222222222223
Peru,Ucayali,week,2019,3,11,2019-03-19,30,27,3,11.111111111111114
Peru,Ucayali,week,2019,3,12,2019-03-26,35,20,15,75
Peru,Ucayali,week,2019,4,13,2019-04-02,28,19,9,47.36842105263156
Peru,Ucayali,week,2019,4,14,2019-04-09,33,33,0,0
Peru,Ucayali,week,2019,4,15,2019-04-16,33,33,0,0
Peru,Ucayali,week,2019,4,16,2019-04-23,32,20,12,60
Peru,Ucayali,week,2019,4,17,2019-04-30,35,29,6,20.689655172413794
Peru,Ucayali,week,2019,5,18,2019-05-07,49,28,21,75
Peru,Ucayali,week,2019,5,19,2019-05-14,43,33,10,30.30303030303031
Peru,Ucayali,week,2019,5,20,2019-05-21,29,29,0,0
Peru,Ucayali,week,2019,5,21,2019-05-28,41,41,0,0
Peru,Ucayali,week,2019,6,22,2019-06-04,44,41,3,7.317073170731717
Peru,Ucayali,week,2019,6,23,2019-06-11,34,34,0,0
Peru,Ucayali,week,2019,6,24,2019-06-18,35,35,0,0
Peru,Ucayali,week,2019,6,25,2019-06-25,40,32,8,25
Peru,Ucayali,week,2019,7,26,2019-07-02,41,34,7,20.588235294117638
Peru,Ucayali,week,2019,7,27,2019-07-09,27,27,0,0
Peru,Ucayali,week,2019,7,28,2019-07-16,47,37,10,27.027027027027017
Peru,Ucayali,week,2019,7,29,2019-07-23,36,32,4,12.5
Peru,Ucayali,week,2019,7,30,2019-07-30,38,36,2,5.555555555555557
Peru,Ucayali,week,2019,8,31,2019-08-06,40,40,0,0
Peru,Ucayali,week,2019,8,32,2019-08-13,44,43,1,2.3255813953488484
Peru,Ucayali,week,2019,8,33,2019-08-20,26,32,-6,-18.75
Peru,Ucayali,week,2019,8,34,2019-08-27,32,32,0,0
Peru,Ucayali,week,2019,9,35,2019-09-03,34,34,0,0
Peru,Ucayali,week,2019,9,36,2019-09-10,39,39,0,0
Peru,Ucayali,week,2019,9,37,2019-09-17,48,48,0,0
Peru,Ucayali,week,2019,9,38,2019-09-24,51,29,22,75.86206896551724
Peru,Ucayali,week,2019,10,39,2019-10-01,50,40,10,25
Peru,Ucayali,week,2019,10,40,2019-10-08,45,44,1,2.2727272727272663
Peru,Ucayali,week,2019,10,41,2019-10-15,44,38,6,15.789473684210535
Peru,Ucayali,week,2019,10,42,2019-10-22,45,39,6,15.384615384615373
Peru,Ucayali,week,2019,10,43,2019-10-29,39,39,0,0
Peru,Ucayali,week,2019,11,44,2019-11-05,31,31,0,0
Peru,Ucayali,week,2019,11,45,2019-11-12,30,33,-3,-9.090909090909093
Peru,Ucayali,week,2019,11,46,2019-11-19,41,33,8,24.24242424242425
Peru,Ucayali,week,2019,11,47,2019-11-26,33,33,0,0
Peru,Ucayali,week,2019,12,48,2019-12-03,43,37,6,16.21621621621621
Peru,Ucayali,week,2019,12,49,2019-12-10,46,37,9,24.324324324324323
Peru,Ucayali,week,2019,12,50,2019-12-17,28,32,-4,-12.5
Peru,Ucayali,week,2019,12,51,2019-12-24,41,41,0,0
Peru,Ucayali,week,2019,12,52,2019-12-31,42,42,0,0
Peru,Ucayali,week,2020,1,1,2020-01-08,39,34,5,14.705882352941174
Peru,Ucayali,week,2020,1,2,2020-01-15,46,28,18,64.28571428571428
Peru,Ucayali,week,2020,1,3,2020-01-22,49,34,15,44.117647058823536
Peru,Ucayali,week,2020,1,4,2020-01-29,43,35,8,22.85714285714286
Peru,Ucayali,week,2020,2,5,2020-02-05,44,34,10,29.411764705882348
Peru,Ucayali,week,2020,2,6,2020-02-12,31,35,-4,-11.42857142857143
Peru,Ucayali,week,2020,2,7,2020-02-19,35,31,4,12.90322580645163
Peru,Ucayali,week,2020,2,8,2020-02-26,29,32,-3,-9.375
Peru,Ucayali,week,2020,3,9,2020-03-04,37,25,12,48
Peru,Ucayali,week,2020,3,10,2020-03-11,45,27,18,66.66666666666669
Peru,Ucayali,week,2020,3,11,2020-03-18,35,27,8,29.62962962962962
Peru,Ucayali,week,2020,3,12,2020-03-25,32,20,12,60
Peru,Ucayali,week,2020,4,13,2020-04-01,44,19,25,131.57894736842107
Peru,Ucayali,week,2020,4,14,2020-04-08,42,33,9,27.272727272727266
Peru,Ucayali,week,2020,4,15,2020-04-15,41,33,8,24.24242424242425
Peru,Ucayali,week,2020,4,16,2020-04-22,85,20,65,325
Peru,Ucayali,week,2020,4,17,2020-04-29,157,29,128,441.37931034482756
Peru,Ucayali,week,2020,5,18,2020-05-06,219,28,191,682.1428571428571
Peru,Ucayali,week,2020,5,19,2020-05-13,209,33,176,533.3333333333333
