country,region,period,year,month,week,date,deaths,expected_deaths,excess_deaths,excess_deaths_pct
Italy,Abruzzo region,week,2017,2,8,2017-02-25,276,296,-20,-6.756756756756758
Italy,Abruzzo region,week,2017,3,9,2017-03-04,271,277,-6,-2.166064981949461
Italy,Abruzzo region,week,2017,3,10,2017-03-11,270,284,-14,-4.929577464788736
Italy,Abruzzo region,week,2017,3,11,2017-03-18,257,258,-1,-0.38759689922480334
Italy,Abruzzo region,week,2017,3,12,2017-03-25,283,262,21,8.015267175572532
Italy,Abruzzo region,week,2017,3,13,2017-04-01,236,259,-23,-8.880308880308888
Italy,Abruzzo region,week,2017,4,14,2017-04-08,247,257,-10,-3.891050583657588
Italy,Abruzzo region,week,2017,4,15,2017-04-15,254,239,15,6.276150627615067
Italy,Abruzzo region,week,2018,1,2,2018-01-14,335,299,36,12.04013377926421
Italy,Abruzzo region,week,2018,1,3,2018-01-21,328,303,25,8.250825082508257
Italy,Abruzzo region,week,2018,1,4,2018-01-28,300,304,-4,-1.3157894736842195
Italy,Abruzzo region,week,2018,2,5,2018-02-04,317,307,10,3.257328990228018
Italy,Abruzzo region,week,2018,2,6,2018-02-11,266,285,-19,-6.666666666666671
Italy,Abruzzo region,week,2018,2,7,2018-02-18,270,285,-15,-5.26315789473685
Italy,Abruzzo region,week,2018,2,8,2018-02-25,314,296,18,6.081081081081081
Italy,Abruzzo region,week,2018,3,9,2018-03-04,277,277,0,0
Italy,Abruzzo region,week,2018,3,10,2018-03-11,301,284,17,5.985915492957744
Italy,Abruzzo region,week,2018,3,11,2018-03-18,262,258,4,1.5503875968992276
Italy,Abruzzo region,week,2018,3,12,2018-03-25,259,262,-3,-1.145038167938921
Italy,Abruzzo region,week,2018,3,13,2018-04-01,247,259,-12,-4.633204633204642
Italy,Abruzzo region,week,2018,4,14,2018-04-08,260,257,3,1.1673151750972721
Italy,Abruzzo region,week,2018,4,15,2018-04-15,236,239,-3,-1.2552301255230134
Italy,Abruzzo region,week,2019,1,2,2019-01-14,277,299,-22,-7.357859531772576
Italy,Abruzzo region,week,2019,1,3,2019-01-21,303,303,0,0
Italy,Abruzzo region,week,2019,1,4,2019-01-28,323,304,19,6.25
Italy,Abruzzo region,week,2019,2,5,2019-02-04,320,307,13,4.234527687296421
Italy,Abruzzo region,week,2019,2,6,2019-02-11,304,285,19,6.666666666666671
Italy,Abruzzo region,week,2019,2,7,2019-02-18,285,285,0,0
Italy,Abruzzo region,week,2019,2,8,2019-02-25,296,296,0,0
Italy,Abruzzo region,week,2019,3,9,2019-03-04,277,277,0,0
Italy,Abruzzo region,week,2019,3,10,2019-03-11,286,284,2,0.7042253521126725
Italy,Abruzzo region,week,2019,3,11,2019-03-18,258,258,0,0
Italy,Abruzzo region,week,2019,3,12,2019-03-25,255,262,-7,-2.6717557251908346
Italy,Abruzzo region,week,2019,3,13,2019-04-01,265,259,6,2.3166023166023137
Italy,Abruzzo region,week,2019,4,14,2019-04-08,257,257,0,0
Italy,Abruzzo region,week,2019,4,15,2019-04-15,239,239,0,0
Italy,Abruzzo region,week,2020,1,2,2020-01-14,282,299,-17,-5.685618729096987
Italy,Abruzzo region,week,2020,1,3,2020-01-21,287,303,-16,-5.2805280528052805
Italy,Abruzzo region,week,2020,1,4,2020-01-28,314,304,10,3.2894736842105345
Italy,Abruzzo region,week,2020,2,5,2020-02-04,279,307,-28,-9.120521172638433
Italy,Abruzzo region,week,2020,2,6,2020-02-11,275,285,-10,-3.5087719298245617
Italy,Abruzzo region,week,2020,2,7,2020-02-18,269,285,-16,-5.614035087719287
Italy,Abruzzo region,week,2020,2,8,2020-02-25,289,296,-7,-2.3648648648648702
Italy,Abruzzo region,week,2020,3,9,2020-03-03,298,277,21,7.581227436823099
Italy,Abruzzo region,week,2020,3,10,2020-03-10,252,284,-32,-11.267605633802816
Italy,Abruzzo region,week,2020,3,11,2020-03-17,294,258,36,13.95348837209302
Italy,Abruzzo region,week,2020,3,12,2020-03-24,301,262,39,14.885496183206115
Italy,Abruzzo region,week,2020,3,13,2020-03-31,315,259,56,21.621621621621628
Italy,Basilicata region,week,2015,1,2,2015-01-14,111,111,0,0
Italy,Basilicata region,week,2015,1,3,2015-01-21,121,121,0,0
Italy,Basilicata region,week,2015,1,4,2015-01-28,88,112,-24,-21.42857142857143
Italy,Basilicata region,week,2015,2,5,2015-02-04,104,114,-10,-8.771929824561411
Italy,Basilicata region,week,2015,2,6,2015-02-11,121,121,0,0
Italy,Basilicata region,week,2015,2,7,2015-02-18,115,115,0,0
Italy,Basilicata region,week,2015,2,8,2015-02-25,113,104,9,8.653846153846146
Italy,Basilicata region,week,2015,3,9,2015-03-04,104,104,0,0
Italy,Basilicata region,week,2015,3,10,2015-03-11,106,106,0,0
Italy,Basilicata region,week,2015,3,11,2015-03-18,100,99,1,1.0101010101010104
Italy,Basilicata region,week,2015,3,12,2015-03-25,112,112,0,0
Italy,Basilicata region,week,2015,3,13,2015-04-01,98,96,2,2.0833333333333286
Italy,Basilicata region,week,2015,4,14,2015-04-08,91,91,0,0
Italy,Basilicata region,week,2015,4,15,2015-04-15,98,92,6,6.521739130434796
Italy,Basilicata region,week,2016,1,2,2016-01-14,93,111,-18,-16.21621621621621
Italy,Basilicata region,week,2016,1,3,2016-01-21,99,121,-22,-18.181818181818173
Italy,Basilicata region,week,2016,1,4,2016-01-28,89,112,-23,-20.535714285714292
Italy,Basilicata region,week,2016,2,5,2016-02-04,90,114,-24,-21.05263157894737
Italy,Basilicata region,week,2016,2,6,2016-02-11,99,121,-22,-18.181818181818173
Italy,Basilicata region,week,2016,2,7,2016-02-18,106,115,-9,-7.826086956521735
Italy,Basilicata region,week,2016,2,8,2016-02-25,104,104,0,0
Italy,Basilicata region,week,2016,3,9,2016-03-03,97,104,-7,-6.730769230769226
